SearchMode,TerminalSolver,ModelName,ModelPath,Simulations,Episodes,TotalSteps,Wins0,Alive0,Wins1,Alive1,Wins2,Alive2,Wins3,Alive3,Draws,NotDone,Time,EvalInfo
TwoPlayer,false,dummy-1,/data/model-dummy-1/onnx,0,1000,224930,113,123,284,298,271,288,269,279,41,22,81.344,"169935.000000,0.000412,2.000000,0.000000,0.000788,0.000788:169935.000000,1.000000,1.000000,1.000000,0.000000,0.000000:169935.000000,1.000000,1.000000,1.000000,0.000000,0.000000"
TwoPlayer,false,dummy-0,/data/model-dummy-0/onnx,50,1000,195862,147,148,240,253,251,265,280,293,62,20,757.805,"120946.000000,5.722827,15.000000,1.000000,1.193469,1.193479:120946.000000,52.886305,79.000000,0.000000,104.116577,104.117438:120946.000000,3.464430,7.000000,1.000000,0.491256,0.491260"
OnePlayer,false,dummy-0,/data/model-dummy-0/onnx,50,1000,238668,403,405,151,157,157,166,140,152,136,13,1304.98,"214330.000000,5.553030,17.000000,1.000000,1.071039,1.071044:214330.000000,53.082462,79.000000,0.000000,84.109479,84.109871:214330.000000,3.495726,9.000000,1.000000,0.495706,0.495708"
TwoPlayer,false,sl-1,/data/model-sl-1/onnx,50,1000,246666,538,546,96,104,104,114,96,103,150,16,1739.73,"221979.000000,7.302939,21.000000,1.000000,2.597744,2.597756:221979.000000,52.923795,76.000000,0.000000,39.454268,39.454446:221979.000000,5.804747,29.000000,1.000000,3.481705,3.481721"
OnePlayer,false,sl-1,/data/model-sl-1/onnx,50,1000,241347,602,609,94,101,70,77,98,105,122,14,1748.97,"225932.000000,7.207678,23.000000,1.000000,2.763816,2.763829:225932.000000,51.992507,77.000000,0.000000,77.762594,77.762938:225932.000000,5.450282,24.000000,1.000000,3.362846,3.362861"
TwoPlayer,false,sl-0,/data/model-sl-0/onnx,50,1000,243085,556,561,85,87,105,111,89,93,157,8,1777.67,"222209.000000,7.465989,36.000000,0.000000,2.671112,2.671124:222209.000000,53.001467,78.000000,0.000000,37.839635,37.839806:222209.000000,5.672020,50.000000,1.000000,3.387661,3.387677"
OnePlayer,false,sl-0,/data/model-sl-0/onnx,50,1000,245537,628,633,82,87,81,84,78,85,121,10,1786.26,"233534.000000,7.116959,36.000000,0.000000,2.700563,2.700575:233534.000000,52.077723,77.000000,0.000000,76.604521,76.604849:233534.000000,5.376815,50.000000,1.000000,3.370249,3.370263"
OnePlayer,false,sl-2,/data/model-sl-2/onnx,50,1000,248591,684,691,72,79,69,73,75,84,87,13,1734.12,"233166.000000,6.905488,26.000000,1.000000,2.326215,2.326225:233166.000000,52.177337,77.000000,0.000000,75.871698,75.872023:233166.000000,5.226075,21.000000,1.000000,2.644082,2.644093"
TwoPlayer,false,sl-2,/data/model-sl-2/onnx,50,1000,264038,589,599,107,118,92,99,70,82,123,19,1820.97,"240088.000000,7.049840,26.000000,1.000000,2.182240,2.182249:240088.000000,53.162645,78.000000,0.000000,35.848830,35.848979:240088.000000,5.461339,42.000000,1.000000,2.457146,2.457156"
TwoPlayer,false,dummy-1,/data/model-dummy-1/onnx,50,1000,191288,158,158,259,276,266,283,253,269,40,24,694.288,"120157.000000,5.235891,717.000000,0.000000,5.327329,5.327374:120157.000000,53.457002,79.000000,0.000000,91.975624,91.976390:120157.000000,3.479223,8.000000,1.000000,0.458345,0.458349"
OnePlayer,false,dummy-1,/data/model-dummy-1/onnx,50,1000,224166,365,367,153,156,149,155,142,148,183,8,1227.65,"199992.000000,5.604199,16.000000,1.000000,1.064186,1.064191:199992.000000,52.944513,79.000000,0.000000,84.792888,84.793312:199992.000000,3.496480,9.000000,1.000000,0.501088,0.501090"
TwoPlayer,false,dummy-2,/data/model-dummy-2/onnx,50,1000,198071,119,119,249,264,282,301,267,284,58,25,715.64,"118553.000000,5.492640,21.000000,0.000000,1.330121,1.330132:118553.000000,52.893330,79.000000,0.000000,107.113469,107.114372:118553.000000,3.481354,8.000000,1.000000,0.501320,0.501325"
OnePlayer,false,dummy-2,/data/model-dummy-2/onnx,50,1000,236067,399,402,143,148,161,168,128,134,160,9,1296.79,"212898.000000,5.557041,15.000000,1.000000,1.051113,1.051118:212898.000000,52.932127,79.000000,0.000000,83.980372,83.980766:212898.000000,3.480869,9.000000,1.000000,0.497866,0.497868"
OnePlayer,false,sl-0,/data/model-sl-0/onnx,100,1000,237063,660,660,67,71,71,74,73,75,125,4,1981.29,"225970.000000,8.235385,704.000000,0.000000,5.877434,5.877460:225970.000000,101.923791,128.000000,0.000000,334.900821,334.902303:225970.000000,7.045431,31.000000,1.000000,5.203123,5.203146"
TwoPlayer,false,sl-0,/data/model-sl-0/onnx,100,1000,259388,653,667,60,69,68,76,63,70,137,19,2155.03,"245629.000000,8.240957,743.000000,1.000000,5.866485,5.866508:245629.000000,104.422499,129.000000,0.000000,126.926144,126.926661:245629.000000,7.413518,100.000000,1.000000,5.612563,5.612586"
TwoPlayer,false,dummy-0,/data/model-dummy-0/onnx,100,1000,192006,167,167,256,272,255,270,226,241,74,22,809.967,"116966.000000,6.383274,727.000000,0.000000,6.159891,6.159944:116966.000000,103.574663,129.000000,0.000000,465.010939,465.014914:116966.000000,5.018937,10.000000,1.000000,0.918173,0.918181"
OnePlayer,false,sl-1,/data/model-sl-1/onnx,100,1000,239745,662,665,71,77,79,83,73,79,106,9,2149.39,"226282.000000,8.966409,28.000000,1.000000,4.635118,4.635138:226282.000000,101.459908,129.000000,0.000000,340.068299,340.069802:226282.000000,7.156137,31.000000,1.000000,5.429095,5.429119"
TwoPlayer,false,sl-1,/data/model-sl-1/onnx,100,1000,249298,629,635,67,74,67,73,79,82,147,11,2174.16,"234917.000000,8.721953,38.000000,1.000000,3.925916,3.925933:234917.000000,103.965967,129.000000,0.000000,134.512627,134.513200:234917.000000,7.552983,54.000000,1.000000,5.298024,5.298046"
OnePlayer,false,dummy-0,/data/model-dummy-0/onnx,100,1000,220338,427,428,143,144,138,140,139,139,151,2,1597.95,"203832.000000,7.306507,21.000000,1.000000,1.571984,1.571992:203832.000000,103.977894,129.000000,0.000000,307.052349,307.053855:203832.000000,5.070911,11.000000,1.000000,0.732069,0.732072"
OnePlayer,false,sl-2,/data/model-sl-2/onnx,100,1000,230591,712,716,75,80,63,66,52,58,90,8,2103.8,"219080.000000,9.070586,28.000000,1.000000,3.943776,3.943794:219080.000000,101.751488,128.000000,0.000000,322.656217,322.657690:219080.000000,6.819764,23.000000,1.000000,3.824627,3.824644"
TwoPlayer,false,sl-2,/data/model-sl-2/onnx,100,1000,270753,661,685,65,74,52,67,67,75,127,28,2360.33,"255996.000000,8.687702,26.000000,1.000000,3.203861,3.203874:255996.000000,104.469300,128.000000,0.000000,116.514171,116.514626:255996.000000,7.112658,36.000000,1.000000,3.467316,3.467329"
TwoPlayer,false,dummy-2,/data/model-dummy-2/onnx,100,1000,195411,160,160,244,259,255,272,250,266,69,22,859.704,"119029.000000,6.680716,17.000000,0.000000,1.784892,1.784907:119029.000000,103.293996,129.000000,0.000000,446.343344,446.347094:119029.000000,5.021524,10.000000,1.000000,0.893184,0.893192"
TwoPlayer,false,dummy-1,/data/model-dummy-1/onnx,100,1000,204030,175,175,237,250,256,267,247,258,68,17,1075.09,"139022.000000,7.194696,18.000000,1.000000,1.590994,1.591005:139022.000000,104.028549,129.000000,0.000000,334.173208,334.175612:139022.000000,5.015724,10.000000,1.000000,0.684220,0.684225"
OnePlayer,false,dummy-2,/data/model-dummy-2/onnx,100,1000,219140,452,452,136,140,139,145,136,140,130,7,1413.43,"196556.000000,6.657334,736.000000,1.000000,4.153327,4.153349:196556.000000,104.548322,130.000000,0.000000,320.684741,320.686373:196556.000000,5.109302,11.000000,1.000000,0.747908,0.747912"
OnePlayer,false,dummy-1,/data/model-dummy-1/onnx,100,1000,218906,391,391,150,155,160,161,130,134,164,5,1527.3,"195698.000000,7.271009,19.000000,1.000000,1.544751,1.544759:195698.000000,103.874342,129.000000,0.000000,313.629127,313.630730:195698.000000,5.074957,11.000000,1.000000,0.748835,0.748839"
TwoPlayer,false,dummy-0,/data/model-dummy-0/onnx,250,1000,192467,146,146,256,267,231,249,275,292,69,23,1251.42,"105077.000000,11.364019,23.000000,0.000000,6.379705,6.379766:105077.000000,242.421872,279.000000,0.000000,3192.445291,3192.475673:105077.000000,7.670442,14.000000,1.000000,3.587700,3.587734"
OnePlayer,false,sl-0,/data/model-sl-0/onnx,250,1000,208123,766,766,60,61,48,49,50,50,75,1,2647.7,"200585.000000,12.668968,710.000000,1.000000,10.061268,10.061318:200585.000000,242.636518,280.000000,0.000000,2598.029134,2598.042087:200585.000000,11.140943,48.000000,1.000000,11.459324,11.459381"
OnePlayer,false,sl-1,/data/model-sl-1/onnx,250,1000,214633,754,754,74,79,41,45,52,55,73,6,2918.13,"204274.000000,13.752768,42.000000,1.000000,9.078694,9.078738:204274.000000,242.319463,279.000000,0.000000,2593.443103,2593.455799:204274.000000,11.382227,54.000000,1.000000,12.100537,12.100596"
OnePlayer,false,dummy-0,/data/model-dummy-0/onnx,250,1000,213336,521,521,108,111,130,137,124,131,109,8,2122.67,"186403.000000,10.852529,746.000000,1.000000,6.417103,6.417137:186403.000000,246.537829,279.000000,0.000000,2182.562673,2182.574382:186403.000000,8.121897,16.000000,1.000000,3.128127,3.128144"
OnePlayer,false,sl-2,/data/model-sl-2/onnx,250,1000,217184,768,770,46,52,60,66,41,45,76,9,2608.43,"204418.000000,12.229672,747.000000,1.000000,8.946189,8.946233:204418.000000,243.518917,279.000000,0.000000,2442.103344,2442.115291:204418.000000,10.808216,34.000000,1.000000,9.132284,9.132329"
TwoPlayer,false,sl-1,/data/model-sl-1/onnx,250,1000,267529,790,806,30,38,26,32,32,40,103,19,3435.55,"258901.000000,12.738186,741.000000,1.000000,8.781207,8.781241:258901.000000,253.270474,279.000000,0.000000,660.014677,660.017226:258901.000000,12.111433,139.000000,1.000000,12.324716,12.324763"
TwoPlayer,false,dummy-1,/data/model-dummy-1/onnx,250,1000,206368,161,161,237,250,267,281,240,259,72,23,1333,"121382.000000,10.441235,754.000000,0.000000,9.416770,9.416847:121382.000000,244.933087,280.000000,0.000000,2735.309721,2735.332256:121382.000000,7.635753,14.000000,1.000000,3.401547,3.401575"
TwoPlayer,false,sl-0,/data/model-sl-0/onnx,250,1000,269785,802,824,23,29,25,40,38,52,84,28,3815.37,"261093.000000,14.082400,104.000000,1.000000,11.142893,11.142935:261093.000000,253.021900,279.000000,0.000000,606.365022,606.367345:261093.000000,11.909316,178.000000,1.000000,16.953713,16.953778"
TwoPlayer,false,sl-2,/data/model-sl-2/onnx,250,1000,265227,819,835,37,46,21,31,31,39,71,21,3279.19,"256093.000000,12.272159,765.000000,1.000000,7.021149,7.021176:256093.000000,253.995837,279.000000,0.000000,620.830665,620.833090:256093.000000,11.408375,46.000000,1.000000,7.607765,7.607795"
TwoPlayer,false,dummy-2,/data/model-dummy-2/onnx,250,1000,206346,166,167,251,266,236,262,252,271,66,29,1317.02,"120935.000000,10.348228,729.000000,0.000000,9.050052,9.050127:120935.000000,244.950378,280.000000,0.000000,2749.015002,2749.037733:120935.000000,7.774730,14.000000,1.000000,3.293918,3.293945"
OnePlayer,false,dummy-1,/data/model-dummy-1/onnx,250,1000,205146,423,424,131,136,135,142,143,148,159,9,2079.28,"179590.000000,11.044323,773.000000,1.000000,7.125069,7.125109:179590.000000,246.058600,280.000000,0.000000,2245.746886,2245.759391:179590.000000,7.610992,14.000000,1.000000,3.297272,3.297290"
OnePlayer,false,dummy-2,/data/model-dummy-2/onnx,250,1000,213431,476,476,125,130,130,135,144,153,116,9,2261.6,"188484.000000,11.465090,35.000000,1.000000,4.126734,4.126756:188484.000000,246.227117,279.000000,0.000000,2207.728781,2207.740494:188484.000000,8.001544,16.000000,1.000000,3.137861,3.137877"
OnePlayer,false,sl-0,/data/model-sl-0/onnx,500,1000,211428,798,800,54,57,35,38,54,56,54,5,4079.52,"202223.000000,19.643255,762.000000,1.000000,20.541975,20.542076:202223.000000,463.605178,530.000000,0.000000,14245.774025,14245.844471:202223.000000,15.125836,132.000000,1.000000,29.871374,29.871522"
TwoPlayer,false,dummy-0,/data/model-dummy-0/onnx,500,1000,194433,198,198,254,264,255,264,214,221,67,12,2074.57,"116598.000000,17.251042,771.000000,1.000000,18.721391,18.721552:116598.000000,479.571554,529.000000,0.000000,11425.115804,11425.213792:116598.000000,9.694780,20.000000,1.000000,6.005762,6.005814"
OnePlayer,false,sl-1,/data/model-sl-1/onnx,500,1000,205585,798,798,51,55,42,44,44,46,61,4,3966.93,"196490.000000,19.656995,775.000000,1.000000,20.615082,20.615187:196490.000000,464.565698,530.000000,0.000000,13990.503926,13990.575128:196490.000000,15.702697,65.000000,1.000000,31.657873,31.658034"
OnePlayer,false,sl-2,/data/model-sl-2/onnx,500,1000,203691,790,792,47,52,53,60,47,58,51,12,3727.34,"189402.000000,19.149412,780.000000,1.000000,18.526313,18.526411:189402.000000,465.302468,529.000000,0.000000,13757.609234,13757.681872:189402.000000,14.424589,53.000000,1.000000,24.819830,24.819961"
OnePlayer,false,dummy-0,/data/model-dummy-0/onnx,500,1000,214253,591,593,98,107,98,104,110,119,91,12,3546.96,"193822.000000,17.766910,743.000000,1.000000,13.727768,13.727839:193822.000000,480.526081,529.000000,0.000000,10229.862749,10229.915529:193822.000000,10.189540,20.000000,1.000000,6.775350,6.775385"
TwoPlayer,false,sl-1,/data/model-sl-1/onnx,500,1000,268390,850,893,17,36,17,33,25,35,47,44,5332.11,"262258.000000,19.801112,767.000000,1.000000,15.919636,15.919697:262258.000000,498.766825,530.000000,0.000000,3052.618059,3052.629699:262258.000000,17.763096,132.000000,1.000000,37.409189,37.409332"
TwoPlayer,false,dummy-1,/data/model-dummy-1/onnx,500,1000,207630,223,223,224,240,227,242,239,254,67,20,2172.49,"125156.000000,16.818754,762.000000,0.000000,17.058412,17.058548:125156.000000,481.645962,530.000000,0.000000,10683.034074,10683.119432:125156.000000,9.465068,19.000000,1.000000,5.740630,5.740676"
TwoPlayer,false,sl-0,/data/model-sl-0/onnx,500,1000,270832,840,891,12,25,16,35,17,38,63,52,5955.25,"265780.000000,21.877730,107.000000,1.000000,29.540950,29.541061:265780.000000,499.039044,529.000000,0.000000,2714.744397,2714.754611:265780.000000,17.106562,174.000000,1.000000,57.114877,57.115092"
TwoPlayer,false,sl-2,/data/model-sl-2/onnx,500,1000,261443,850,891,18,35,22,35,20,35,47,43,5307.64,"255066.000000,20.279234,94.000000,1.000000,10.063455,10.063494:255066.000000,499.517921,529.000000,0.000000,2935.766282,2935.777792:255066.000000,16.149110,113.000000,1.000000,24.675480,24.675576"
TwoPlayer,false,dummy-2,/data/model-dummy-2/onnx,500,1000,202475,223,223,236,250,229,244,247,256,47,18,2243.47,"122511.000000,17.771286,32.000000,0.000000,14.408171,14.408289:122511.000000,480.532491,529.000000,0.000000,10991.147966,10991.237682:122511.000000,9.648415,20.000000,1.000000,5.774724,5.774771"
OnePlayer,false,dummy-1,/data/model-dummy-1/onnx,500,1000,202943,503,504,126,133,116,121,114,121,131,10,3347.76,"181953.000000,17.866031,765.000000,1.000000,14.216607,14.216686:181953.000000,479.904734,529.000000,0.000000,10364.645852,10364.702815:181953.000000,9.201228,18.000000,1.000000,4.618260,4.618285"
OnePlayer,false,dummy-2,/data/model-dummy-2/onnx,500,1000,213496,562,563,102,106,120,124,109,115,100,7,3714.1,"191501.000000,18.862920,41.000000,1.000000,11.897674,11.897736:191501.000000,480.310082,529.000000,0.000000,10138.312688,10138.365629:191501.000000,9.854408,19.000000,1.000000,6.174170,6.174202"
OnePlayer,false,sl-0,/data/model-sl-0/onnx,1000,1000,200646,780,780,60,61,54,55,63,63,42,1,6287.72,"191266.000000,32.343422,792.000000,1.000000,57.456993,57.457294:191266.000000,880.519883,1030.000000,0.000000,78165.162354,78165.571029:191266.000000,18.324752,82.000000,1.000000,62.429498,62.429824"
TwoPlayer,false,dummy-0,/data/model-dummy-0/onnx,1000,1000,205617,262,263,223,240,223,241,216,230,53,23,4188.62,"130760.000000,31.494241,50.000000,1.000000,44.136002,44.136340:130760.000000,954.732984,1029.000000,0.000000,42111.981173,42112.303231:130760.000000,10.885271,22.000000,1.000000,5.947330,5.947375"
OnePlayer,false,sl-2,/data/model-sl-2/onnx,1000,1000,195945,764,764,56,56,62,64,66,68,50,2,6119.9,"186052.000000,32.362796,837.000000,1.000000,55.609510,55.609809:186052.000000,888.507068,1029.000000,0.000000,74834.163512,74834.565736:186052.000000,17.593302,72.000000,1.000000,52.389006,52.389288"
OnePlayer,false,sl-1,/data/model-sl-1/onnx,1000,1000,204842,779,781,40,49,59,65,72,81,39,11,6501.71,"192387.000000,33.264758,781.000000,1.000000,61.077819,61.078136:192387.000000,884.421468,1029.000000,0.000000,76577.530396,76577.928437:192387.000000,19.169346,119.000000,1.000000,70.106341,70.106706"
OnePlayer,false,dummy-0,/data/model-dummy-0/onnx,1000,1000,212560,611,611,117,124,102,107,101,103,62,7,6121.81,"192994.000000,31.189058,812.000000,1.000000,43.229804,43.230028:192994.000000,940.096490,1030.000000,0.000000,50039.084744,50039.344024:192994.000000,11.445428,22.000000,1.000000,7.361855,7.361893"
TwoPlayer,false,sl-0,/data/model-sl-0/onnx,1000,1000,247870,896,952,5,27,2,23,14,27,27,56,8573.51,"246477.000000,34.253342,766.000000,1.000000,55.494393,55.494618:246477.000000,989.152083,1030.000000,0.000000,12951.885442,12951.937991:246477.000000,22.728190,186.000000,1.000000,153.293001,153.293623"
TwoPlayer,false,sl-2,/data/model-sl-2/onnx,1000,1000,248374,907,945,10,21,6,20,12,25,27,38,8189.08,"246334.000000,32.714152,826.000000,1.000000,26.388693,26.388800:246334.000000,988.404126,1029.000000,0.000000,14362.125055,14362.183358:246334.000000,21.158943,132.000000,1.000000,80.976601,80.976929"
TwoPlayer,false,sl-1,/data/model-sl-1/onnx,1000,1000,268067,874,942,8,29,17,47,7,30,23,71,9294.79,"262942.000000,34.819763,802.000000,1.000000,37.723544,37.723688:262942.000000,988.603578,1030.000000,0.000000,14027.625197,14027.678546:262942.000000,24.033304,158.000000,1.000000,118.945590,118.946042"
TwoPlayer,false,dummy-1,/data/model-dummy-1/onnx,1000,1000,199917,258,258,223,228,230,236,237,243,44,8,3752.95,"130388.000000,28.242614,821.000000,0.000000,44.773025,44.773368:130388.000000,956.312997,1029.000000,0.000000,40943.255171,40943.569185:130388.000000,10.705418,25.000000,1.000000,5.575583,5.575626"
OnePlayer,false,dummy-1,/data/model-dummy-1/onnx,1000,1000,211455,518,518,116,119,127,131,116,117,119,4,5575.65,"191369.000000,28.602538,738.000000,0.000000,42.064787,42.065007:191369.000000,942.226176,1030.000000,0.000000,48275.202313,48275.454577:191369.000000,9.989972,26.000000,1.000000,4.707438,4.707463"
TwoPlayer,false,dummy-2,/data/model-dummy-2/onnx,1000,1000,212525,241,242,230,251,223,235,229,248,52,25,3841.39,"126923.000000,29.723659,764.000000,0.000000,46.452949,46.453315:126923.000000,955.222300,1029.000000,0.000000,42446.290040,42446.624469:126923.000000,10.752125,24.000000,1.000000,5.763389,5.763434"
OnePlayer,false,dummy-2,/data/model-dummy-2/onnx,1000,1000,215434,605,605,113,116,108,111,103,103,68,3,5745.98,"196262.000000,28.740719,786.000000,0.000000,41.831434,41.831647:196262.000000,939.339959,1029.000000,0.000000,50474.398756,50474.655936:196262.000000,10.785985,21.000000,1.000000,6.324004,6.324037"
