SearchMode,TerminalSolver,ModelName,ModelPath,Simulations,Episodes,TotalSteps,Wins0,Alive0,Wins1,Alive1,Wins2,Alive2,Wins3,Alive3,Draws,NotDone,Time,EvalInfo
TwoPlayer,false,dummy-0,/data/model-dummy-0/onnx,0,1000,220375,116,120,318,328,243,253,276,285,33,14,79.084,"168082.000000,0.000232,3.000000,0.000000,0.000553,0.000553:168082.000000,1.000000,1.000000,1.000000,0.000000,0.000000:168082.000000,1.000000,1.000000,1.000000,0.000000,0.000000:168082.000000,1.000000,1.000000,1.000000,0.000000,0.000000"
OnePlayer,false,dummy-2,/data/model-dummy-2/onnx,0,1000,222589,102,110,279,291,282,296,277,291,39,21,76.543,"166866.000000,0.000701,3.000000,0.000000,0.001396,0.001396:166866.000000,1.000000,1.000000,1.000000,0.000000,0.000000:166866.000000,1.000000,1.000000,1.000000,0.000000,0.000000:166866.000000,1.000000,1.000000,1.000000,0.000000,0.000000"
OnePlayer,false,dummy-0,/data/model-dummy-0/onnx,0,1000,229423,117,125,257,275,279,298,280,296,40,27,80.247,"173748.000000,0.000219,4.000000,0.000000,0.000518,0.000518:173748.000000,1.000000,1.000000,1.000000,0.000000,0.000000:173748.000000,1.000000,1.000000,1.000000,0.000000,0.000000:173748.000000,1.000000,1.000000,1.000000,0.000000,0.000000"
TwoPlayer,false,dummy-1,/data/model-dummy-1/onnx,0,1000,224419,117,122,265,282,276,297,275,297,39,28,80.515,"163653.000000,0.000281,3.000000,0.000000,0.000562,0.000562:163653.000000,1.000000,1.000000,1.000000,0.000000,0.000000:163653.000000,1.000000,1.000000,1.000000,0.000000,0.000000:163653.000000,1.000000,1.000000,1.000000,0.000000,0.000000"
TwoPlayer,false,dummy-2,/data/model-dummy-2/onnx,0,1000,227178,104,111,261,274,256,269,320,332,41,18,77.282,"171094.000000,0.000421,2.000000,0.000000,0.000806,0.000806:171094.000000,1.000000,1.000000,1.000000,0.000000,0.000000:171094.000000,1.000000,1.000000,1.000000,0.000000,0.000000:171094.000000,1.000000,1.000000,1.000000,0.000000,0.000000"
OnePlayer,false,dummy-1,/data/model-dummy-1/onnx,0,1000,232179,110,119,253,270,308,322,270,281,36,23,82.697,"173274.000000,0.000629,3.000000,0.000000,0.001229,0.001229:173274.000000,1.000000,1.000000,1.000000,0.000000,0.000000:173274.000000,1.000000,1.000000,1.000000,0.000000,0.000000:173274.000000,1.000000,1.000000,1.000000,0.000000,0.000000"
OnePlayer,false,dummy-4,/data/model-dummy-4/onnx,0,1000,171692,0,0,307,328,296,308,339,359,33,25,4.129,"15421.000000,0.000324,2.000000,0.000000,0.000584,0.000584:15421.000000,0.893003,1.000000,0.000000,0.095549,0.095555:15421.000000,0.893003,1.000000,0.000000,0.095549,0.095555:15421.000000,1.000000,1.000000,1.000000,0.000000,0.000000"
TwoPlayer,false,dummy-4,/data/model-dummy-4/onnx,0,1000,170765,2,2,280,298,321,337,341,359,32,24,4.31,"15328.000000,0.001044,2.000000,0.000000,0.001826,0.001826:15328.000000,0.885504,1.000000,0.000000,0.101387,0.101394:15328.000000,0.885504,1.000000,0.000000,0.101387,0.101394:15328.000000,1.000000,1.000000,1.000000,0.000000,0.000000"
OnePlayer,false,dummy-3,/data/model-dummy-3/onnx,0,1000,220205,109,114,303,314,282,296,252,267,35,19,75.288,"165674.000000,0.000181,3.000000,0.000000,0.000362,0.000362:165674.000000,1.000000,1.000000,1.000000,0.000000,0.000000:165674.000000,1.000000,1.000000,1.000000,0.000000,0.000000:165674.000000,1.000000,1.000000,1.000000,0.000000,0.000000"
TwoPlayer,false,dummy-3,/data/model-dummy-3/onnx,0,1000,216360,116,118,286,297,286,296,259,269,38,15,74.666,"161406.000000,0.000750,3.000000,0.000000,0.001641,0.001641:161406.000000,1.000000,1.000000,1.000000,0.000000,0.000000:161406.000000,1.000000,1.000000,1.000000,0.000000,0.000000:161406.000000,1.000000,1.000000,1.000000,0.000000,0.000000"
TwoPlayer,false,sl-0,/data/model-sl-0/onnx,50,1000,233937,487,490,106,115,111,118,98,108,185,13,1600.25,"201864.000000,7.390183,20.000000,1.000000,2.227458,2.227469:201864.000000,52.812502,79.000000,0.000000,41.924327,41.924535:201864.000000,5.319953,19.000000,1.000000,2.118150,2.118160:201864.000000,5.546492,19.000000,2.000000,2.241290,2.241301"
TwoPlayer,false,sl-1,/data/model-sl-1/onnx,50,1000,242729,469,475,108,116,108,117,109,120,189,17,1603.09,"209108.000000,7.129517,22.000000,0.000000,2.030612,2.030622:209108.000000,52.740852,78.000000,0.000000,44.105346,44.105557:209108.000000,5.414317,17.000000,1.000000,2.152676,2.152687:209108.000000,5.663724,17.000000,2.000000,2.287697,2.287708"
TwoPlayer,false,sl-2,/data/model-sl-2/onnx,50,1000,249440,555,563,90,96,91,99,103,113,146,15,1631.93,"219400.000000,6.902890,20.000000,1.000000,1.858646,1.858655:219400.000000,52.989553,77.000000,0.000000,40.184212,40.184395:219400.000000,5.180023,18.000000,1.000000,1.738918,1.738926:219400.000000,5.416345,18.000000,2.000000,1.864506,1.864514"
OnePlayer,false,sl-2,/data/model-sl-2/onnx,50,1000,244021,630,633,74,80,76,87,78,88,128,14,1690.86,"224338.000000,7.002282,19.000000,1.000000,2.201459,2.201468:224338.000000,52.236010,78.000000,0.000000,70.106688,70.107001:224338.000000,5.002077,21.000000,1.000000,2.142245,2.142255:224338.000000,5.252824,21.000000,1.000000,2.314464,2.314475"
OnePlayer,false,sl-1,/data/model-sl-1/onnx,50,1000,232740,604,608,76,78,82,86,81,85,150,7,1723.95,"221051.000000,7.264532,21.000000,1.000000,2.438498,2.438509:221051.000000,52.090038,75.000000,0.000000,69.468046,69.468360:221051.000000,5.160135,22.000000,1.000000,2.493151,2.493162:221051.000000,5.428743,22.000000,1.000000,2.694710,2.694722"
OnePlayer,false,sl-0,/data/model-sl-0/onnx,50,1000,237663,614,617,87,92,87,93,68,76,134,10,1732.25,"220388.000000,7.325744,20.000000,1.000000,2.460192,2.460203:220388.000000,52.138982,76.000000,0.000000,71.098022,71.098345:220388.000000,5.046904,18.000000,1.000000,2.404642,2.404653:220388.000000,5.301496,18.000000,1.000000,2.600926,2.600938"
OnePlayer,false,sl-3,/data/model-sl-3/onnx,50,1000,225690,594,595,64,66,96,100,78,80,164,4,1630.58,"211732.000000,7.166545,21.000000,1.000000,2.322767,2.322778:211732.000000,52.177002,77.000000,0.000000,69.551525,69.551854:211732.000000,5.002102,21.000000,1.000000,2.283311,2.283322:211732.000000,5.262761,21.000000,1.000000,2.483358,2.483369"
TwoPlayer,false,sl-3,/data/model-sl-3/onnx,50,1000,241067,503,511,105,112,101,112,91,97,184,16,1640.71,"212025.000000,7.203264,18.000000,0.000000,2.104096,2.104106:212025.000000,52.825931,75.000000,0.000000,41.469009,41.469205:212025.000000,5.267053,17.000000,1.000000,2.040358,2.040368:212025.000000,5.491626,18.000000,2.000000,2.167383,2.167393"
TwoPlayer,false,dummy-0,/data/model-dummy-0/onnx,50,1000,196869,117,118,255,279,281,304,258,278,57,32,736.448,"120768.000000,5.554029,15.000000,1.000000,1.216824,1.216835:120768.000000,52.881326,80.000000,0.000000,107.113351,107.114238:120768.000000,3.467127,9.000000,1.000000,0.505759,0.505763:120768.000000,3.593146,9.000000,2.000000,0.421736,0.421739"
TwoPlayer,false,dummy-1,/data/model-dummy-1/onnx,50,1000,193019,114,114,258,275,279,302,274,293,47,28,727.421,"115111.000000,5.774409,15.000000,0.000000,1.134399,1.134409:115111.000000,53.020815,79.000000,0.000000,93.787789,93.788603:115111.000000,3.470355,8.000000,1.000000,0.476189,0.476193:115111.000000,3.583463,9.000000,2.000000,0.414486,0.414489"
TwoPlayer,false,dummy-2,/data/model-dummy-2/onnx,50,1000,191015,147,147,277,287,248,258,263,276,50,15,742.497,"118305.000000,5.731668,19.000000,1.000000,1.225416,1.225426:118305.000000,52.890470,79.000000,0.000000,104.800648,104.801534:118305.000000,3.481518,8.000000,1.000000,0.508616,0.508620:118305.000000,3.604193,8.000000,2.000000,0.424529,0.424533"
OnePlayer,false,dummy-0,/data/model-dummy-0/onnx,50,1000,231235,377,378,152,160,150,158,138,146,171,12,1305.75,"203581.000000,5.878412,18.000000,0.000000,1.087564,1.087569:203581.000000,52.822331,80.000000,0.000000,82.864863,82.865270:203581.000000,3.476975,9.000000,1.000000,0.506390,0.506392:203581.000000,3.590590,12.000000,1.000000,0.553993,0.553996"
OnePlayer,false,dummy-1,/data/model-dummy-1/onnx,50,1000,230944,340,341,160,166,166,175,167,176,155,12,1279.98,"203923.000000,5.740981,17.000000,1.000000,1.067474,1.067480:203923.000000,52.796600,79.000000,0.000000,83.125402,83.125810:203923.000000,3.506809,10.000000,1.000000,0.509718,0.509721:203923.000000,3.638609,11.000000,1.000000,0.558931,0.558934"
OnePlayer,false,dummy-2,/data/model-dummy-2/onnx,50,1000,234600,373,374,152,164,146,157,141,156,170,18,1255.72,"206915.000000,5.532789,18.000000,0.000000,1.079575,1.079580:206915.000000,52.946587,79.000000,0.000000,84.739858,84.740267:206915.000000,3.488863,9.000000,1.000000,0.515898,0.515901:206915.000000,3.616089,11.000000,1.000000,0.565083,0.565086"
TwoPlayer,false,sl-4,/data/model-sl-4/onnx,50,1000,240552,455,463,90,100,131,140,106,116,201,17,1602.65,"206115.000000,7.238915,19.000000,1.000000,2.146990,2.147001:206115.000000,52.757567,76.000000,0.000000,44.306571,44.306786:206115.000000,5.345657,19.000000,1.000000,2.142128,2.142138:206115.000000,5.580205,19.000000,2.000000,2.250466,2.250477"
OnePlayer,false,sl-4,/data/model-sl-4/onnx,50,1000,232841,590,598,80,85,87,92,90,96,141,12,1731.46,"218293.000000,7.397168,22.000000,1.000000,2.586015,2.586027:218293.000000,52.132744,76.000000,0.000000,71.278825,71.279151:218293.000000,5.157101,22.000000,1.000000,2.611822,2.611834:218293.000000,5.416775,22.000000,1.000000,2.803641,2.803654"
TwoPlayer,false,dummy-3,/data/model-dummy-3/onnx,50,1000,200474,135,135,289,302,271,287,244,260,40,21,776.569,"120681.000000,5.889858,16.000000,1.000000,1.182489,1.182499:120681.000000,53.206371,79.000000,0.000000,90.598597,90.599348:120681.000000,3.468607,8.000000,1.000000,0.463878,0.463882:120681.000000,3.584408,9.000000,2.000000,0.410358,0.410361"
TwoPlayer,false,dummy-4,/data/model-dummy-4/onnx,50,1000,191453,125,125,276,289,261,275,259,273,59,20,741.613,"120095.000000,5.633523,14.000000,1.000000,1.225602,1.225612:120095.000000,52.960948,79.000000,0.000000,107.788957,107.789855:120095.000000,3.499396,8.000000,1.000000,0.516156,0.516160:120095.000000,3.627928,9.000000,2.000000,0.429962,0.429966"
OnePlayer,false,dummy-3,/data/model-dummy-3/onnx,50,1000,230902,379,381,126,133,145,150,170,177,170,10,1342.38,"210385.000000,5.846030,16.000000,1.000000,1.146467,1.146472:210385.000000,53.031851,79.000000,0.000000,81.095009,81.095395:210385.000000,3.474625,10.000000,1.000000,0.493005,0.493007:210385.000000,3.599140,11.000000,1.000000,0.543121,0.543123"
OnePlayer,false,dummy-4,/data/model-dummy-4/onnx,50,1000,229754,396,398,134,140,157,161,143,147,162,8,1309.47,"207455.000000,5.777793,17.000000,1.000000,1.132943,1.132948:207455.000000,52.991058,79.000000,0.000000,84.809585,84.809994:207455.000000,3.521501,9.000000,1.000000,0.526427,0.526429:207455.000000,3.631318,10.000000,1.000000,0.566370,0.566373"
OnePlayer,false,sl-1,/data/model-sl-1/onnx,100,1000,229450,641,643,75,79,67,68,62,65,150,5,1922.93,"216395.000000,8.353465,643.000000,1.000000,5.320078,5.320102:216395.000000,102.068259,129.000000,0.000000,294.846409,294.847772:216395.000000,6.923011,24.000000,1.000000,4.114528,4.114547:216395.000000,7.455708,24.000000,1.000000,4.413624,4.413645"
TwoPlayer,false,sl-0,/data/model-sl-0/onnx,100,1000,244633,621,629,68,72,71,77,72,81,155,13,2105.32,"228472.000000,8.681773,25.000000,1.000000,3.021267,3.021280:228472.000000,103.932267,128.000000,0.000000,132.877844,132.878426:228472.000000,7.070184,25.000000,1.000000,3.428348,3.428363:228472.000000,7.505401,25.000000,2.000000,3.543197,3.543213"
OnePlayer,false,sl-0,/data/model-sl-0/onnx,100,1000,231739,694,698,74,78,64,64,41,45,121,6,2111.83,"225146.000000,8.848028,24.000000,1.000000,3.893305,3.893323:225146.000000,101.844723,129.000000,0.000000,302.038240,302.039581:225146.000000,6.769669,25.000000,1.000000,3.938180,3.938198:225146.000000,7.294049,25.000000,1.000000,4.213927,4.213946"
OnePlayer,false,sl-2,/data/model-sl-2/onnx,100,1000,240075,715,717,75,77,57,62,48,54,98,7,1910.91,"226445.000000,7.906079,766.000000,1.000000,5.476908,5.476932:226445.000000,102.141222,129.000000,0.000000,298.501671,298.502989:226445.000000,6.717057,24.000000,1.000000,3.424242,3.424258:226445.000000,7.222337,24.000000,1.000000,3.613376,3.613392"
TwoPlayer,false,sl-1,/data/model-sl-1/onnx,100,1000,251846,583,595,80,92,81,96,71,80,162,23,2017.73,"229393.000000,8.262719,755.000000,1.000000,5.281264,5.281287:229393.000000,103.870659,128.000000,0.000000,146.301746,146.302384:229393.000000,7.224628,25.000000,1.000000,3.620195,3.620211:229393.000000,7.682519,25.000000,2.000000,3.734711,3.734727"
TwoPlayer,false,sl-2,/data/model-sl-2/onnx,100,1000,256118,644,654,63,72,69,80,61,70,144,19,1954.41,"232480.000000,7.874858,737.000000,0.000000,4.744332,4.744352:232480.000000,104.226239,128.000000,0.000000,137.180552,137.181142:232480.000000,6.894606,21.000000,1.000000,2.658816,2.658828:232480.000000,7.341173,21.000000,2.000000,2.721152,2.721164"
TwoPlayer,false,sl-3,/data/model-sl-3/onnx,100,1000,247874,577,582,67,70,81,86,75,78,192,8,1964.3,"230417.000000,7.992830,732.000000,1.000000,4.978366,4.978388:230417.000000,104.127703,129.000000,0.000000,136.208853,136.209444:230417.000000,6.999471,23.000000,1.000000,3.240637,3.240651:230417.000000,7.445275,23.000000,2.000000,3.371636,3.371650"
OnePlayer,false,sl-3,/data/model-sl-3/onnx,100,1000,218103,683,687,55,60,56,59,68,72,131,7,1961.53,"209700.000000,8.821259,27.000000,1.000000,3.678066,3.678083:209700.000000,101.878031,129.000000,0.000000,301.285758,301.287194:209700.000000,6.745193,31.000000,1.000000,3.854468,3.854486:209700.000000,7.273920,31.000000,1.000000,4.101654,4.101673"
TwoPlayer,false,dummy-0,/data/model-dummy-0/onnx,100,1000,201499,134,134,229,249,270,287,269,283,74,24,869.934,"120721.000000,6.663894,750.000000,0.000000,6.505177,6.505231:120721.000000,103.155971,129.000000,0.000000,459.771972,459.775780:120721.000000,5.049834,11.000000,1.000000,0.955229,0.955237:120721.000000,5.455049,11.000000,2.000000,0.456642,0.456646"
OnePlayer,false,dummy-0,/data/model-dummy-0/onnx,100,1000,218024,454,455,147,150,137,141,119,121,138,5,1451.53,"199498.000000,6.741271,731.000000,0.000000,4.084289,4.084309:199498.000000,104.660378,130.000000,0.000000,318.391669,318.393265:199498.000000,5.119816,11.000000,1.000000,0.775311,0.775315:199498.000000,5.435112,12.000000,1.000000,0.771579,0.771583"
TwoPlayer,false,dummy-1,/data/model-dummy-1/onnx,100,1000,203566,177,177,248,261,250,265,234,246,72,19,934.447,"130279.000000,6.631522,802.000000,1.000000,6.423876,6.423926:130279.000000,104.302205,129.000000,0.000000,364.323819,364.326616:130279.000000,5.054821,11.000000,1.000000,0.758437,0.758443:130279.000000,5.406528,11.000000,2.000000,0.449063,0.449067"
OnePlayer,false,dummy-1,/data/model-dummy-1/onnx,100,1000,216839,395,395,141,148,143,151,144,153,166,11,1485.02,"193293.000000,7.148417,19.000000,1.000000,1.464358,1.464366:193293.000000,104.078984,130.000000,0.000000,326.170959,326.172646:193293.000000,5.103982,13.000000,1.000000,0.783490,0.783494:193293.000000,5.441635,13.000000,1.000000,0.783126,0.783130"
TwoPlayer,false,dummy-2,/data/model-dummy-2/onnx,100,1000,191042,166,166,225,234,261,270,271,280,64,13,893.043,"117691.000000,7.047310,18.000000,1.000000,1.952406,1.952422:117691.000000,102.987535,130.000000,0.000000,454.424643,454.428505:117691.000000,5.042782,11.000000,1.000000,0.931436,0.931444:117691.000000,5.425088,11.000000,2.000000,0.445899,0.445903"
OnePlayer,false,sl-4,/data/model-sl-4/onnx,100,1000,226494,649,652,74,78,68,70,68,69,136,5,1935.55,"217042.000000,8.385796,715.000000,1.000000,5.767647,5.767674:217042.000000,101.959893,129.000000,0.000000,299.482523,299.483903:217042.000000,6.915473,25.000000,1.000000,4.205865,4.205884:217042.000000,7.447996,25.000000,1.000000,4.458821,4.458842"
OnePlayer,false,dummy-2,/data/model-dummy-2/onnx,100,1000,217222,421,421,132,135,129,132,137,141,176,5,1426.58,"193449.000000,6.839606,751.000000,1.000000,4.314332,4.314355:193449.000000,104.451163,130.000000,0.000000,325.544928,325.546611:193449.000000,5.137028,13.000000,1.000000,0.789364,0.789368:193449.000000,5.447027,13.000000,1.000000,0.792537,0.792541"
TwoPlayer,false,sl-4,/data/model-sl-4/onnx,100,1000,254895,595,609,75,83,75,87,80,91,153,22,2153.54,"233624.000000,8.685306,27.000000,1.000000,3.111785,3.111799:233624.000000,103.699928,129.000000,0.000000,140.538634,140.539235:233624.000000,7.175085,24.000000,1.000000,3.664205,3.664221:233624.000000,7.631078,24.000000,2.000000,3.736431,3.736447"
OnePlayer,false,dummy-3,/data/model-dummy-3/onnx,100,1000,219487,413,414,132,139,144,150,142,147,160,9,1445.57,"196682.000000,6.816104,746.000000,1.000000,4.122633,4.122654:196682.000000,104.431605,129.000000,0.000000,317.217796,317.219408:196682.000000,5.107748,10.000000,1.000000,0.763805,0.763808:196682.000000,5.434808,12.000000,1.000000,0.769916,0.769920"
TwoPlayer,false,dummy-3,/data/model-dummy-3/onnx,100,1000,200337,176,176,250,272,240,262,237,258,66,31,936.224,"125307.000000,6.930483,18.000000,0.000000,1.832998,1.833012:125307.000000,103.624410,129.000000,0.000000,387.118351,387.121441:125307.000000,5.062056,10.000000,1.000000,0.820461,0.820467:125307.000000,5.415611,11.000000,2.000000,0.443075,0.443078"
TwoPlayer,false,dummy-4,/data/model-dummy-4/onnx,100,1000,193755,152,152,266,278,247,263,253,271,60,22,929.953,"120678.000000,7.166128,18.000000,1.000000,1.944575,1.944591:120678.000000,103.030470,130.000000,0.000000,446.913414,446.917117:120678.000000,5.027387,10.000000,1.000000,0.925889,0.925897:120678.000000,5.405177,10.000000,2.000000,0.443730,0.443734"
OnePlayer,false,dummy-4,/data/model-dummy-4/onnx,100,1000,217989,428,429,148,153,126,129,126,134,164,8,1402.6,"196109.000000,6.618564,721.000000,1.000000,3.933172,3.933192:196109.000000,104.532377,130.000000,0.000000,314.495101,314.496704:196109.000000,5.151350,11.000000,1.000000,0.787270,0.787274:196109.000000,5.468433,12.000000,1.000000,0.781014,0.781018"
OnePlayer,false,sl-0,/data/model-sl-0/onnx,250,1000,211140,794,796,43,47,41,43,49,53,67,6,2668.38,"200901.000000,12.749767,760.000000,1.000000,9.423658,9.423705:200901.000000,243.521356,279.000000,0.000000,2387.628153,2387.640038:200901.000000,11.016904,36.000000,1.000000,9.968684,9.968734:200901.000000,12.239133,36.000000,1.000000,9.378279,9.378325"
OnePlayer,false,sl-2,/data/model-sl-2/onnx,250,1000,212047,764,768,46,53,50,59,41,51,84,15,2549.19,"197389.000000,12.383132,781.000000,1.000000,8.964741,8.964786:197389.000000,244.066088,279.000000,0.000000,2324.140620,2324.152395:197389.000000,10.713469,32.000000,1.000000,8.469947,8.469990:197389.000000,11.888043,33.000000,1.000000,7.796548,7.796588"
OnePlayer,false,sl-1,/data/model-sl-1/onnx,250,1000,215175,771,776,41,44,38,43,53,56,89,8,2934.32,"205464.000000,13.750579,33.000000,1.000000,7.768606,7.768644:205464.000000,243.312585,279.000000,0.000000,2337.342334,2337.353710:205464.000000,11.285773,32.000000,1.000000,10.329949,10.329999:205464.000000,12.492028,34.000000,1.000000,9.557601,9.557648"
TwoPlayer,false,sl-0,/data/model-sl-0/onnx,250,1000,261042,773,796,35,40,22,34,39,51,105,26,3343.02,"254484.000000,12.605233,739.000000,1.000000,7.641223,7.641253:254484.000000,253.104506,279.000000,0.000000,639.080161,639.082672:254484.000000,11.721621,50.000000,1.000000,9.475620,9.475658:254484.000000,12.761282,53.000000,2.000000,8.982002,8.982038"
TwoPlayer,false,sl-1,/data/model-sl-1/onnx,250,1000,258761,756,778,39,51,41,47,33,41,107,24,3290.14,"249747.000000,12.641657,750.000000,1.000000,7.549605,7.549635:249747.000000,252.644192,279.000000,0.000000,687.743645,687.746399:249747.000000,11.969369,51.000000,1.000000,9.107832,9.107868:249747.000000,13.006743,53.000000,2.000000,8.084921,8.084953"
TwoPlayer,false,sl-2,/data/model-sl-2/onnx,250,1000,263946,794,819,33,47,35,42,30,45,78,30,3240.24,"253470.000000,12.251805,757.000000,1.000000,6.636594,6.636620:253470.000000,253.535854,280.000000,0.000000,609.741672,609.744078:253470.000000,11.301081,38.000000,1.000000,6.366410,6.366435:253470.000000,12.294102,38.000000,2.000000,5.533562,5.533584"
OnePlayer,false,sl-3,/data/model-sl-3/onnx,250,1000,213837,784,784,40,42,45,46,48,49,81,2,2860.03,"208052.000000,13.215759,34.000000,1.000000,7.073308,7.073342:208052.000000,244.383145,279.000000,0.000000,2229.994828,2230.005547:208052.000000,10.773432,39.000000,1.000000,9.324467,9.324512:208052.000000,11.996717,40.000000,1.000000,8.717295,8.717337"
TwoPlayer,false,sl-3,/data/model-sl-3/onnx,250,1000,247695,767,781,39,48,33,39,33,36,112,16,3327.99,"239998.000000,13.335632,51.000000,1.000000,5.850738,5.850763:239998.000000,252.611468,279.000000,0.000000,685.335267,685.338123:239998.000000,11.475737,53.000000,1.000000,8.697682,8.697718:239998.000000,12.526246,58.000000,2.000000,7.988559,7.988592"
TwoPlayer,false,dummy-0,/data/model-dummy-0/onnx,250,1000,191145,181,183,237,249,258,267,243,254,65,16,1385.35,"115414.000000,11.462344,30.000000,0.000000,6.056283,6.056335:115414.000000,243.332230,279.000000,0.000000,2916.753106,2916.778378:115414.000000,7.723058,14.000000,1.000000,3.423182,3.423211:115414.000000,9.651585,18.000000,2.000000,1.270916,1.270927"
TwoPlayer,false,dummy-1,/data/model-dummy-1/onnx,250,1000,198585,189,191,236,255,252,275,226,246,68,29,1312.58,"118637.000000,10.521642,781.000000,0.000000,10.143595,10.143681:118637.000000,244.490783,279.000000,0.000000,2730.784891,2730.807910:118637.000000,7.660317,14.000000,1.000000,3.437748,3.437777:118637.000000,9.653616,16.000000,2.000000,1.259149,1.259160"
OnePlayer,false,sl-4,/data/model-sl-4/onnx,250,1000,207013,752,755,49,53,50,54,53,60,87,9,2805.74,"193472.000000,13.969789,37.000000,1.000000,7.602942,7.602981:193472.000000,243.231548,279.000000,0.000000,2329.627104,2329.639146:193472.000000,11.146719,37.000000,1.000000,10.358032,10.358086:193472.000000,12.335702,38.000000,1.000000,9.634890,9.634940"
OnePlayer,false,dummy-0,/data/model-dummy-0/onnx,250,1000,211357,516,516,119,125,119,130,138,147,95,13,2229.22,"184212.000000,11.567444,31.000000,1.000000,4.175944,4.175967:184212.000000,245.747628,279.000000,0.000000,2212.123549,2212.135558:184212.000000,8.134687,16.000000,1.000000,3.222479,3.222496:184212.000000,9.916569,17.000000,1.000000,2.762343,2.762358"
TwoPlayer,false,dummy-2,/data/model-dummy-2/onnx,250,1000,189244,166,166,237,255,266,280,242,257,67,22,1239.8,"107638.000000,10.975696,22.000000,0.000000,5.782534,5.782588:107638.000000,242.716652,279.000000,0.000000,3146.446322,3146.475554:107638.000000,7.759852,17.000000,1.000000,3.625350,3.625384:107638.000000,9.745034,17.000000,2.000000,1.224147,1.224158"
