SearchMode,TerminalSolver,ModelName,ModelPath,Simulations,Episodes,TotalSteps,Wins0,Alive0,Wins1,Alive1,Wins2,Alive2,Wins3,Alive3,Draws,NotDone,Time,EvalInfo
OnePlayer,false,dummy-1,/data/model-dummy-1/onnx,250,1000,209030,438,438,127,132,135,143,137,146,152,11,2251.93,"179952.000000,11.980400,25.000000,1.000000,4.380923,4.380947:179952.000000,245.035976,279.000000,0.000000,2273.460985,2273.473618:179952.000000,7.641543,16.000000,1.000000,3.270354,3.270372:179952.000000,9.588924,16.000000,1.000000,2.506230,2.506244"
TwoPlayer,false,sl-4,/data/model-sl-4/onnx,250,1000,256344,732,755,32,48,36,48,45,54,126,29,3222.03,"243172.000000,12.718783,778.000000,1.000000,7.874522,7.874554:243172.000000,252.713853,279.000000,0.000000,680.274974,680.277772:243172.000000,11.804760,61.000000,1.000000,9.125095,9.125132:243172.000000,12.814551,61.000000,2.000000,8.343144,8.343178"
OnePlayer,false,dummy-2,/data/model-dummy-2/onnx,250,1000,209044,499,499,128,130,137,140,129,134,102,5,2302.92,"188115.000000,11.708093,32.000000,1.000000,4.219423,4.219446:188115.000000,246.177200,279.000000,0.000000,2161.973108,2161.984601:188115.000000,8.020142,14.000000,1.000000,3.117405,3.117422:188115.000000,9.912628,16.000000,1.000000,2.669271,2.669285"
TwoPlayer,false,dummy-3,/data/model-dummy-3/onnx,250,1000,199894,169,172,276,290,236,251,223,240,72,24,1333.98,"119316.000000,10.638129,760.000000,1.000000,9.561622,9.561702:119316.000000,244.887391,279.000000,0.000000,2714.039969,2714.062716:119316.000000,7.783382,14.000000,1.000000,3.233995,3.234022:119316.000000,9.652737,14.000000,2.000000,1.270337,1.270348"
TwoPlayer,false,dummy-4,/data/model-dummy-4/onnx,250,1000,203389,180,180,235,249,256,276,231,248,74,24,1268.95,"113199.000000,10.666552,780.000000,0.000000,10.372244,10.372336:113199.000000,243.734441,279.000000,0.000000,2939.399553,2939.425520:113199.000000,7.814459,16.000000,1.000000,3.546269,3.546300:113199.000000,9.648389,16.000000,2.000000,1.191028,1.191039"
OnePlayer,false,dummy-3,/data/model-dummy-3/onnx,250,1000,214203,454,454,130,141,154,168,138,146,108,16,2228.65,"181749.000000,11.728587,25.000000,1.000000,4.000993,4.001015:181749.000000,245.872577,279.000000,0.000000,2233.907444,2233.919735:181749.000000,7.839113,16.000000,1.000000,3.071833,3.071850:181749.000000,9.631607,17.000000,1.000000,2.506068,2.506081"
OnePlayer,false,dummy-4,/data/model-dummy-4/onnx,250,1000,206401,486,487,112,119,141,150,125,131,125,11,2186.03,"179855.000000,11.620706,28.000000,1.000000,4.156656,4.156679:179855.000000,245.408568,279.000000,0.000000,2254.194447,2254.206980:179855.000000,8.195141,16.000000,1.000000,3.313426,3.313444:179855.000000,9.935481,17.000000,1.000000,2.818355,2.818371"
OnePlayer,false,sl-0,/data/model-sl-0/onnx,500,1000,194720,799,799,48,51,29,33,63,64,57,4,3834.71,"187037.000000,19.971679,759.000000,1.000000,18.377471,18.377569:187037.000000,465.899373,530.000000,0.000000,13386.430167,13386.501738:187037.000000,14.875164,81.000000,1.000000,27.400644,27.400790:187037.000000,17.271048,81.000000,1.000000,26.215064,26.215204"
OnePlayer,false,sl-2,/data/model-sl-2/onnx,500,1000,198549,810,810,28,32,56,60,46,48,55,5,3824.45,"189415.000000,19.659071,754.000000,1.000000,17.650845,17.650938:189415.000000,466.960521,530.000000,0.000000,13091.658975,13091.728092:189415.000000,14.458739,50.000000,1.000000,24.437174,24.437303:189415.000000,16.749465,50.000000,1.000000,22.839637,22.839758"
OnePlayer,false,sl-1,/data/model-sl-1/onnx,500,1000,207618,794,799,40,43,47,48,43,46,70,6,4348.78,"202520.000000,20.943057,91.000000,1.000000,16.871328,16.871411:202520.000000,465.548035,529.000000,0.000000,13224.531181,13224.596481:202520.000000,15.719860,100.000000,1.000000,30.062604,30.062752:202520.000000,18.135621,108.000000,1.000000,27.099511,27.099645"
TwoPlayer,false,sl-0,/data/model-sl-0/onnx,500,1000,243294,846,876,13,27,25,37,15,26,68,33,4859.57,"237770.000000,19.907053,762.000000,1.000000,15.526971,15.527036:237770.000000,498.217000,529.000000,0.000000,2931.612927,2931.625257:237770.000000,16.564138,143.000000,1.000000,34.388184,34.388328:237770.000000,18.792627,143.000000,2.000000,32.961375,32.961513"
OnePlayer,false,sl-3,/data/model-sl-3/onnx,500,1000,200888,782,787,55,57,52,58,40,45,62,9,3941.13,"191653.000000,20.033686,763.000000,1.000000,17.980040,17.980133:191653.000000,467.503770,531.000000,0.000000,12843.250523,12843.317537:191653.000000,14.648949,45.000000,1.000000,26.404112,26.404250:191653.000000,17.048144,46.000000,1.000000,25.063666,25.063797"
TwoPlayer,false,sl-1,/data/model-sl-1/onnx,500,1000,261959,836,885,15,29,20,43,13,30,65,51,5383.98,"256977.000000,20.421493,778.000000,1.000000,13.474359,13.474412:256977.000000,499.233001,529.000000,0.000000,2750.890145,2750.900850:256977.000000,17.618647,100.000000,1.000000,31.577662,31.577785:256977.000000,19.723567,100.000000,2.000000,26.541434,26.541537"
TwoPlayer,false,sl-2,/data/model-sl-2/onnx,500,1000,262894,858,889,16,28,13,27,28,41,51,34,5411.84,"255670.000000,20.636504,70.000000,1.000000,8.797112,8.797146:255670.000000,498.976607,529.000000,0.000000,2843.863938,2843.875061:255670.000000,16.123339,87.000000,1.000000,22.509237,22.509325:255670.000000,18.136860,87.000000,2.000000,19.288075,19.288150"
TwoPlayer,false,dummy-0,/data/model-dummy-0/onnx,500,1000,201684,174,174,247,263,242,256,259,273,58,20,2055.27,"115061.000000,17.318388,760.000000,0.000000,19.839495,19.839668:115061.000000,478.006240,529.000000,0.000000,12126.453425,12126.558817:115061.000000,9.659685,22.000000,1.000000,6.186364,6.186418:115061.000000,11.408071,22.000000,2.000000,2.001833,2.001850"
TwoPlayer,false,sl-3,/data/model-sl-3/onnx,500,1000,266841,844,886,18,33,17,35,19,34,59,43,5321.29,"261082.000000,19.850549,775.000000,1.000000,14.666938,14.666994:261082.000000,498.834274,529.000000,0.000000,2777.544708,2777.555346:261082.000000,16.465321,127.000000,1.000000,32.091935,32.092058:261082.000000,18.692361,131.000000,2.000000,30.436896,30.437013"
TwoPlayer,false,dummy-1,/data/model-dummy-1/onnx,500,1000,199303,207,208,247,265,225,237,235,246,65,21,2191.15,"122494.000000,17.346637,756.000000,1.000000,17.736105,17.736250:122494.000000,481.597417,530.000000,0.000000,10654.174988,10654.261966:122494.000000,9.479126,18.000000,1.000000,5.626415,5.626461:122494.000000,11.319461,21.000000,2.000000,1.722377,1.722391"
OnePlayer,false,sl-4,/data/model-sl-4/onnx,500,1000,207613,776,778,46,52,48,56,43,50,76,11,4255.98,"194454.000000,21.356238,58.000000,1.000000,17.503773,17.503863:194454.000000,465.216051,529.000000,0.000000,13452.565240,13452.634422:194454.000000,14.997264,57.000000,1.000000,28.252104,28.252249:194454.000000,17.302977,58.000000,1.000000,26.577531,26.577667"
OnePlayer,false,dummy-0,/data/model-dummy-0/onnx,500,1000,217125,560,560,90,96,114,118,116,124,111,9,3742.77,"195367.000000,18.624087,770.000000,1.000000,14.533977,14.534052:195367.000000,479.519980,529.000000,0.000000,10418.005793,10418.059119:195367.000000,10.192151,20.000000,1.000000,6.681920,6.681954:195367.000000,12.321712,23.000000,1.000000,4.687085,4.687109"
OnePlayer,false,dummy-1,/data/model-dummy-1/onnx,500,1000,210343,471,471,122,130,121,130,124,132,150,12,3475.95,"185052.000000,18.250978,788.000000,1.000000,14.506655,14.506734:185052.000000,479.420093,530.000000,0.000000,10505.600985,10505.657756:185052.000000,9.194713,19.000000,1.000000,4.594007,4.594031:185052.000000,10.807578,21.000000,1.000000,3.541655,3.541674"
TwoPlayer,false,dummy-2,/data/model-dummy-2/onnx,500,1000,194930,224,225,218,228,246,259,241,249,56,15,2157.22,"121307.000000,17.243374,778.000000,0.000000,18.714088,18.714242:121307.000000,480.158655,530.000000,0.000000,11298.128571,11298.221708:121307.000000,9.633855,20.000000,1.000000,5.793823,5.793871:121307.000000,11.384207,21.000000,2.000000,1.727866,1.727880"
TwoPlayer,false,sl-4,/data/model-sl-4/onnx,500,1000,251142,835,877,23,39,13,31,21,38,62,46,5006.65,"244945.000000,19.909433,812.000000,1.000000,14.040739,14.040796:244945.000000,498.003303,530.000000,0.000000,3158.810404,3158.823300:244945.000000,17.036739,124.000000,1.000000,31.687131,31.687261:244945.000000,19.090575,124.000000,2.000000,28.464425,28.464541"
OnePlayer,false,dummy-2,/data/model-dummy-2/onnx,500,1000,207806,555,556,108,111,115,120,115,122,99,8,3471.18,"185385.000000,18.190857,760.000000,0.000000,14.453581,14.453659:185385.000000,480.075664,529.000000,0.000000,10462.148575,10462.205010:185385.000000,9.864272,20.000000,1.000000,6.029683,6.029716:185385.000000,12.065971,21.000000,1.000000,4.312901,4.312924"
TwoPlayer,false,dummy-3,/data/model-dummy-3/onnx,500,1000,194468,218,218,217,227,230,243,242,256,76,17,2158.74,"119197.000000,17.569872,754.000000,0.000000,18.770064,18.770222:119197.000000,480.782352,530.000000,0.000000,11146.102407,11146.195917:119197.000000,9.568496,20.000000,1.000000,5.673851,5.673899:119197.000000,11.306409,20.000000,2.000000,1.686284,1.686298"
TwoPlayer,false,dummy-4,/data/model-dummy-4/onnx,500,1000,195501,185,185,228,243,216,232,293,310,55,23,2008.58,"112692.000000,17.279887,780.000000,0.000000,20.060955,20.061133:112692.000000,477.780925,529.000000,0.000000,12118.747111,12118.854651:112692.000000,9.736024,20.000000,1.000000,6.168435,6.168489:112692.000000,11.402664,20.000000,2.000000,2.031460,2.031478"
OnePlayer,false,dummy-3,/data/model-dummy-3/onnx,500,1000,209772,519,520,110,118,98,104,128,135,134,11,3497.88,"188401.000000,18.033503,783.000000,1.000000,14.231594,14.231669:188401.000000,479.973291,530.000000,0.000000,10317.778799,10317.833565:188401.000000,9.322387,18.000000,1.000000,4.826125,4.826151:188401.000000,11.102515,21.000000,1.000000,3.774311,3.774331"
OnePlayer,false,dummy-4,/data/model-dummy-4/onnx,500,1000,208339,586,588,117,125,111,121,103,109,71,12,3487.55,"186908.000000,18.126324,738.000000,1.000000,13.798074,13.798148:186908.000000,478.304802,529.000000,0.000000,10609.356226,10609.412988:186908.000000,10.258967,21.000000,1.000000,6.947708,6.947745:186908.000000,12.787088,23.000000,1.000000,5.310870,5.310899"
OnePlayer,false,sl-0,/data/model-sl-0/onnx,1000,1000,197494,772,774,65,69,63,66,57,62,36,7,6278.87,"183184.000000,33.744476,735.000000,1.000000,52.793592,52.793880:183184.000000,887.582605,1031.000000,0.000000,73106.853175,73107.252267:183184.000000,18.252740,97.000000,1.000000,60.102207,60.102535:183184.000000,21.950280,97.000000,1.000000,62.431463,62.431804"
OnePlayer,false,sl-1,/data/model-sl-1/onnx,1000,1000,197723,803,804,41,49,58,64,49,55,39,10,6291.49,"185383.000000,33.406585,825.000000,1.000000,53.093736,53.094022:185383.000000,885.551216,1030.000000,0.000000,74698.972147,74699.375093:185383.000000,19.097576,111.000000,1.000000,68.025202,68.025569:185383.000000,22.910105,111.000000,1.000000,67.997340,67.997707"
OnePlayer,false,sl-3,/data/model-sl-3/onnx,1000,1000,194386,778,780,61,63,54,59,55,60,45,7,6254.85,"184657.000000,33.342911,803.000000,1.000000,50.442840,50.443113:184657.000000,889.597102,1029.000000,0.000000,71883.800577,71884.189862:184657.000000,17.597697,74.000000,1.000000,56.343284,56.343589:184657.000000,21.291741,74.000000,1.000000,58.850904,58.851222"
OnePlayer,false,sl-2,/data/model-sl-2/onnx,1000,1000,193102,801,802,49,53,54,58,46,51,43,7,6692.66,"183661.000000,35.909725,105.000000,1.000000,51.489839,51.490119:183661.000000,895.494803,1030.000000,0.000000,69663.141681,69663.520986:183661.000000,17.365146,99.000000,1.000000,50.245688,50.245961:183661.000000,20.829801,101.000000,1.000000,50.917085,50.917362"
TwoPlayer,false,sl-0,/data/model-sl-0/onnx,1000,1000,252746,897,949,11,27,4,21,10,29,26,52,8757.97,"248896.000000,34.657845,799.000000,1.000000,55.771257,55.771481:248896.000000,988.331110,1029.000000,0.000000,12845.923641,12845.975253:248896.000000,22.399143,160.000000,1.000000,150.998667,150.999273:248896.000000,26.714861,160.000000,2.000000,170.153364,170.154048"
TwoPlayer,false,sl-2,/data/model-sl-2/onnx,1000,1000,245269,907,950,10,27,7,23,5,17,27,44,8181.46,"242862.000000,33.158658,814.000000,1.000000,22.745290,22.745384:242862.000000,988.968200,1030.000000,0.000000,13299.708186,13299.762948:242862.000000,20.842614,125.000000,1.000000,75.694498,75.694810:242862.000000,24.513333,132.000000,2.000000,81.896667,81.897004"
TwoPlayer,false,sl-1,/data/model-sl-1/onnx,1000,1000,265087,880,939,9,46,8,24,13,24,29,61,9095.52,"261859.000000,34.204564,788.000000,1.000000,29.551121,29.551234:261859.000000,989.234084,1029.000000,0.000000,12532.007654,12532.055512:261859.000000,23.703810,147.000000,1.000000,112.112677,112.113105:261859.000000,27.946551,147.000000,2.000000,113.537713,113.538146"
TwoPlayer,false,sl-3,/data/model-sl-3/onnx,1000,1000,254982,889,934,10,22,8,32,10,22,37,46,8757.98,"252285.000000,34.184652,744.000000,1.000000,39.819303,39.819461:252285.000000,988.393206,1030.000000,0.000000,12643.917450,12643.967568:252285.000000,21.605803,157.000000,1.000000,117.667127,117.667593:252285.000000,26.041429,157.000000,2.000000,134.415249,134.415781"
TwoPlayer,false,dummy-0,/data/model-dummy-0/onnx,1000,1000,205030,270,270,214,229,217,234,213,225,66,20,4173.31,"132627.000000,30.927956,776.000000,0.000000,45.109492,45.109832:132627.000000,957.034216,1030.000000,0.000000,40135.536525,40135.839147:132627.000000,10.913245,22.000000,1.000000,5.951637,5.951682:132627.000000,12.274695,24.000000,2.000000,2.681643,2.681664"
OnePlayer,false,sl-4,/data/model-sl-4/onnx,1000,1000,200793,751,752,48,52,66,71,45,45,85,5,6770.09,"191222.000000,34.873759,835.000000,1.000000,55.441092,55.441382:191222.000000,883.346226,1031.000000,0.000000,75279.137849,75279.531525:191222.000000,18.295651,133.000000,1.000000,62.944945,62.945275:191222.000000,21.881787,133.000000,1.000000,63.608302,63.608635"
TwoPlayer,false,dummy-1,/data/model-dummy-1/onnx,1000,1000,207130,265,265,212,235,217,234,232,249,47,27,4143.6,"131209.000000,31.039654,768.000000,1.000000,45.954063,45.954413:131209.000000,955.937337,1030.000000,0.000000,41119.982339,41120.295735:131209.000000,10.705904,24.000000,1.000000,5.920291,5.920336:131209.000000,12.135837,25.000000,2.000000,2.378114,2.378132"
OnePlayer,false,dummy-0,/data/model-dummy-0/onnx,1000,1000,209972,609,609,110,114,105,108,112,114,60,4,6283.32,"188972.000000,32.716503,788.000000,1.000000,43.625358,43.625589:188972.000000,940.599782,1030.000000,0.000000,48934.017503,48934.276453:188972.000000,11.456041,25.000000,1.000000,7.564654,7.564694:188972.000000,13.230415,25.000000,1.000000,5.431351,5.431380"
OnePlayer,false,dummy-1,/data/model-dummy-1/onnx,1000,1000,207489,517,517,112,118,104,110,114,119,145,8,6252.98,"187485.000000,32.819276,754.000000,1.000000,43.506177,43.506409:187485.000000,941.151537,1029.000000,0.000000,48930.564107,48930.825093:187485.000000,10.028008,20.000000,1.000000,5.020039,5.020065:187485.000000,11.523765,22.000000,1.000000,4.016009,4.016030"
TwoPlayer,false,sl-4,/data/model-sl-4/onnx,1000,1000,254796,863,923,12,28,11,34,18,39,36,60,8786.33,"251982.000000,34.339155,803.000000,1.000000,34.472266,34.472403:251982.000000,988.199534,1030.000000,0.000000,13303.537120,13303.589916:251982.000000,23.014961,153.000000,1.000000,116.753187,116.753650:251982.000000,26.880908,153.000000,2.000000,123.460395,123.460885"
TwoPlayer,false,dummy-2,/data/model-dummy-2/onnx,1000,1000,198297,271,272,225,232,217,224,219,227,57,11,4123.32,"132163.000000,30.660919,806.000000,1.000000,45.768910,45.769256:132163.000000,956.197635,1029.000000,0.000000,41187.030635,41187.342275:132163.000000,10.807586,23.000000,1.000000,5.966927,5.966972:132163.000000,12.194623,24.000000,2.000000,2.480875,2.480894"
OnePlayer,false,dummy-2,/data/model-dummy-2/onnx,1000,1000,218727,593,593,111,116,94,100,115,120,79,8,6232.91,"200000.000000,30.632525,780.000000,0.000000,44.183017,44.183238:200000.000000,942.095175,1030.000000,0.000000,48508.789517,48509.032062:200000.000000,10.876415,20.000000,1.000000,6.467312,6.467344:200000.000000,12.843275,26.000000,1.000000,4.921912,4.921937"
TwoPlayer,false,dummy-3,/data/model-dummy-3/onnx,1000,1000,197577,225,226,257,271,230,243,222,234,48,18,3840.46,"123362.000000,30.591738,792.000000,0.000000,50.421186,50.421594:123362.000000,952.814651,1030.000000,0.000000,44927.394376,44927.758570:123362.000000,10.668747,23.000000,1.000000,6.103530,6.103580:123362.000000,12.143699,27.000000,2.000000,2.482220,2.482240"
OnePlayer,false,dummy-3,/data/model-dummy-3/onnx,1000,1000,207001,572,572,91,96,119,123,105,110,106,7,5972.4,"187033.000000,31.397379,778.000000,0.000000,42.551671,42.551898:187033.000000,942.333904,1030.000000,0.000000,48556.517109,48556.776725:187033.000000,10.144589,20.000000,1.000000,5.138595,5.138623:187033.000000,11.845284,23.000000,1.000000,4.308897,4.308920"
TwoPlayer,false,dummy-4,/data/model-dummy-4/onnx,1000,1000,201230,232,232,238,253,215,226,227,238,70,18,4108.3,"128724.000000,31.372355,789.000000,0.000000,50.804727,50.805122:128724.000000,952.913785,1030.000000,0.000000,43094.992474,43095.327262:128724.000000,10.968879,26.000000,1.000000,6.613633,6.613685:128724.000000,12.333054,28.000000,2.000000,2.746072,2.746093"
OnePlayer,false,dummy-4,/data/model-dummy-4/onnx,1000,1000,207640,621,622,84,89,111,117,113,116,64,7,6020.05,"186820.000000,31.683262,799.000000,0.000000,47.015055,47.015307:186820.000000,930.811037,1029.000000,0.000000,53935.775213,53936.063919:186820.000000,11.479569,22.000000,1.000000,8.472096,8.472142:186820.000000,13.859389,24.000000,1.000000,6.436930,6.436965"
