SearchMode,TerminalSolver,ModelName,ModelPath,Simulations,Episodes,TotalSteps,Wins0,Alive0,Wins1,Alive1,Wins2,Alive2,Wins3,Alive3,Draws,NotDone,Time,EvalInfo
OnePlayer,false,dummy-1,/data/model-dummy-1/onnx,250,1000,211061,437,438,147,156,133,145,121,128,148,14,2212.07,"181562.000000,11.648098,778.000000,1.000000,7.402663,7.402704:181562.000000,245.818888,280.000000,0.000000,2230.497062,2230.509347:181562.000000,7.655682,15.000000,1.000000,3.246175,3.246193:181562.000000,9.613416,19.000000,1.000000,2.448183,2.448197"
TwoPlayer,false,sl-4,/data/model-sl-4/onnx,250,1000,249153,768,785,27,36,32,39,31,40,121,21,3173.99,"239359.000000,12.728191,803.000000,1.000000,7.990792,7.990826:239359.000000,252.927974,280.000000,0.000000,675.867188,675.870012:239359.000000,11.703362,54.000000,1.000000,9.126119,9.126157:239359.000000,12.720600,54.000000,2.000000,8.494761,8.494797"
OnePlayer,false,dummy-2,/data/model-dummy-2/onnx,250,1000,213051,510,510,123,133,110,122,121,130,121,15,2193.48,"187858.000000,11.142246,793.000000,1.000000,7.040599,7.040637:187858.000000,246.621943,280.000000,0.000000,2166.633803,2166.645337:187858.000000,8.035868,15.000000,1.000000,3.122286,3.122302:187858.000000,9.936692,16.000000,1.000000,2.636715,2.636729"
TwoPlayer,false,dummy-3,/data/model-dummy-3/onnx,250,1000,198904,166,167,253,268,259,274,232,247,69,21,1369.44,"118223.000000,11.039713,805.000000,0.000000,10.855879,10.855971:118223.000000,244.370342,280.000000,0.000000,2840.883198,2840.907228:118223.000000,7.817557,17.000000,1.000000,3.488356,3.488385:118223.000000,9.702604,17.000000,2.000000,1.366442,1.366454"
TwoPlayer,false,dummy-4,/data/model-dummy-4/onnx,250,1000,197277,161,162,249,266,250,264,240,254,78,22,1268.07,"110154.000000,10.970187,765.000000,0.000000,10.884381,10.884480:110154.000000,242.968998,280.000000,0.000000,3063.382257,3063.410067:110154.000000,7.872560,16.000000,1.000000,3.807805,3.807840:110154.000000,9.712702,17.000000,2.000000,1.356509,1.356521"
OnePlayer,false,dummy-3,/data/model-dummy-3/onnx,250,1000,212802,471,471,145,155,104,111,126,135,142,12,2160.12,"183350.000000,11.246594,776.000000,1.000000,7.029723,7.029762:183350.000000,246.071017,280.000000,0.000000,2234.872399,2234.884588:183350.000000,7.849316,16.000000,1.000000,3.117518,3.117535:183350.000000,9.653755,18.000000,1.000000,2.528514,2.528528"
OnePlayer,false,dummy-4,/data/model-dummy-4/onnx,250,1000,202765,522,522,125,140,122,133,118,126,96,17,2082.2,"175964.000000,11.298584,748.000000,1.000000,6.921714,6.921753:175964.000000,246.243328,279.000000,0.000000,2154.337117,2154.349360:175964.000000,8.238486,16.000000,1.000000,3.276312,3.276330:175964.000000,10.004671,16.000000,1.000000,2.707214,2.707229"
OnePlayer,false,sl-0,/data/model-sl-0/onnx,500,1000,197725,781,783,60,67,48,53,39,45,64,8,3934.85,"187767.000000,20.425021,788.000000,1.000000,18.441719,18.441817:187767.000000,466.507720,529.000000,0.000000,12878.287998,12878.356585:187767.000000,14.849920,59.000000,1.000000,26.483380,26.483521:187767.000000,17.222707,61.000000,1.000000,25.427749,25.427884"
OnePlayer,false,sl-1,/data/model-sl-1/onnx,500,1000,198337,792,794,42,43,54,59,41,45,65,6,3993.41,"190593.000000,20.422329,830.000000,1.000000,18.979839,18.979939:190593.000000,464.254716,530.000000,0.000000,13392.989183,13393.059453:190593.000000,15.429014,66.000000,1.000000,29.203705,29.203859:190593.000000,17.862540,66.000000,1.000000,26.630672,26.630812"
OnePlayer,false,sl-2,/data/model-sl-2/onnx,500,1000,196598,814,816,45,47,44,46,37,41,55,5,3937.54,"190362.000000,20.154012,766.000000,1.000000,17.666197,17.666290:190362.000000,466.998592,530.000000,0.000000,12714.341841,12714.408632:190362.000000,14.408264,58.000000,1.000000,23.925881,23.926006:190362.000000,16.739171,58.000000,1.000000,22.376763,22.376880"
TwoPlayer,false,sl-0,/data/model-sl-0/onnx,500,1000,234874,893,909,17,23,10,16,14,20,50,16,4825.55,"232514.000000,20.222769,875.000000,1.000000,17.478699,17.478774:232514.000000,498.389435,530.000000,0.000000,2972.936830,2972.949616:232514.000000,16.660773,133.000000,1.000000,37.193676,37.193836:232514.000000,18.846736,133.000000,2.000000,35.847322,35.847476"
OnePlayer,false,sl-3,/data/model-sl-3/onnx,500,1000,198177,801,803,59,63,38,44,37,44,56,9,3817.26,"185758.000000,20.017733,792.000000,1.000000,17.985366,17.985463:185758.000000,467.678404,529.000000,0.000000,12444.050814,12444.117805:185758.000000,14.542722,80.000000,1.000000,25.643130,25.643268:185758.000000,16.956406,81.000000,1.000000,24.505416,24.505547"
TwoPlayer,false,sl-1,/data/model-sl-1/onnx,500,1000,249482,874,893,14,23,14,23,19,24,59,20,5157.36,"245368.000000,20.487761,798.000000,1.000000,14.849880,14.849940:245368.000000,498.835492,530.000000,0.000000,2812.216013,2812.227474:245368.000000,17.510299,113.000000,1.000000,34.397370,34.397511:245368.000000,19.596712,113.000000,2.000000,29.917084,29.917206"
TwoPlayer,false,sl-2,/data/model-sl-2/onnx,500,1000,251528,886,909,14,24,16,29,16,24,42,26,4985.51,"245301.000000,19.793201,809.000000,1.000000,10.686819,10.686863:245301.000000,499.232889,529.000000,0.000000,2944.174217,2944.186219:245301.000000,16.017570,62.000000,1.000000,23.626672,23.626768:245301.000000,18.006808,62.000000,2.000000,20.418916,20.419000"
TwoPlayer,false,sl-3,/data/model-sl-3/onnx,500,1000,241329,877,897,11,18,11,18,23,36,55,23,4856.85,"236297.000000,20.023530,811.000000,1.000000,14.841666,14.841729:236297.000000,498.394449,530.000000,0.000000,2951.974471,2951.986964:236297.000000,16.118440,126.000000,1.000000,31.395287,31.395420:236297.000000,18.287803,126.000000,2.000000,29.633573,29.633698"
TwoPlayer,false,dummy-0,/data/model-dummy-0/onnx,500,1000,194743,190,190,235,250,243,256,244,259,68,20,2123.43,"116556.000000,17.678155,779.000000,1.000000,20.716391,20.716568:116556.000000,477.402270,530.000000,0.000000,12253.624728,12253.729859:116556.000000,9.740202,22.000000,1.000000,6.509455,6.509511:116556.000000,11.503252,23.000000,2.000000,2.155528,2.155547"
TwoPlayer,false,dummy-1,/data/model-dummy-1/onnx,500,1000,199335,208,208,243,260,240,260,224,238,60,25,2185.25,"118604.000000,17.883191,790.000000,1.000000,19.985580,19.985749:118604.000000,478.689749,529.000000,0.000000,11712.381426,11712.480179:118604.000000,9.508170,23.000000,1.000000,6.263744,6.263797:118604.000000,11.433771,23.000000,2.000000,1.876705,1.876721"
OnePlayer,false,sl-4,/data/model-sl-4/onnx,500,1000,202153,769,769,40,42,53,54,47,48,89,2,4162.32,"194951.000000,20.818549,777.000000,1.000000,18.737249,18.737345:194951.000000,465.738047,530.000000,0.000000,12985.830966,12985.897577:194951.000000,15.071028,128.000000,1.000000,27.797362,27.797504:194951.000000,17.403394,128.000000,1.000000,26.115918,26.116052"
OnePlayer,false,dummy-0,/data/model-dummy-0/onnx,500,1000,204714,602,602,101,109,105,113,101,107,81,10,3509.16,"183739.000000,18.564741,813.000000,1.000000,14.921528,14.921609:183739.000000,479.778604,529.000000,0.000000,10371.084587,10371.141032:183739.000000,10.189682,20.000000,1.000000,6.617894,6.617930:183739.000000,12.322806,21.000000,1.000000,4.560783,4.560808"
OnePlayer,false,dummy-1,/data/model-dummy-1/onnx,500,1000,212724,508,508,115,125,120,131,119,131,122,16,3479.42,"183932.000000,18.384207,877.000000,1.000000,15.227306,15.227389:183932.000000,480.330742,529.000000,0.000000,10143.516548,10143.571696:183932.000000,9.216863,19.000000,1.000000,4.549919,4.549944:183932.000000,10.825528,21.000000,1.000000,3.420482,3.420500"
TwoPlayer,false,dummy-2,/data/model-dummy-2/onnx,500,1000,201193,230,231,234,243,238,249,226,237,57,15,2327.31,"127724.000000,17.681007,772.000000,0.000000,18.191384,18.191526:127724.000000,481.097554,529.000000,0.000000,10702.451556,10702.535350:127724.000000,9.714611,22.000000,1.000000,5.850148,5.850194:127724.000000,11.448326,23.000000,2.000000,1.883420,1.883435"
TwoPlayer,false,sl-4,/data/model-sl-4/onnx,500,1000,244187,860,882,17,25,16,28,22,29,61,24,4983.35,"239103.000000,20.312016,743.000000,1.000000,16.705254,16.705324:239103.000000,497.775766,530.000000,0.000000,3123.713884,3123.726948:239103.000000,17.176121,123.000000,1.000000,38.455780,38.455941:239103.000000,19.232983,125.000000,2.000000,35.640750,35.640899"
OnePlayer,false,dummy-2,/data/model-dummy-2/onnx,500,1000,215312,574,575,111,117,119,126,86,93,100,10,3654.69,"192721.000000,18.429818,821.000000,1.000000,14.672687,14.672764:192721.000000,480.975856,529.000000,0.000000,10023.688548,10023.740560:192721.000000,9.871145,19.000000,1.000000,5.942140,5.942171:192721.000000,12.084532,23.000000,1.000000,4.160107,4.160128"
TwoPlayer,false,dummy-3,/data/model-dummy-3/onnx,500,1000,196846,210,210,249,268,214,229,235,255,67,25,2131.53,"116944.000000,17.685345,777.000000,0.000000,19.414717,19.414883:116944.000000,479.728160,529.000000,0.000000,11414.195993,11414.293598:116944.000000,9.644625,22.000000,1.000000,6.051956,6.052008:116944.000000,11.422647,24.000000,2.000000,1.910250,1.910266"
TwoPlayer,false,dummy-4,/data/model-dummy-4/onnx,500,1000,196914,207,207,236,253,221,238,236,255,75,25,2108.64,"115426.000000,17.726665,781.000000,1.000000,20.424742,20.424919:115426.000000,477.891177,529.000000,0.000000,11976.466707,11976.570466:115426.000000,9.775215,22.000000,1.000000,6.309529,6.309584:115426.000000,11.476080,24.000000,2.000000,2.103672,2.103690"
OnePlayer,false,dummy-3,/data/model-dummy-3/onnx,500,1000,211219,500,501,141,152,100,108,117,127,128,14,3491.49,"183738.000000,18.468259,833.000000,1.000000,15.277805,15.277888:183738.000000,480.023474,529.000000,0.000000,10384.243225,10384.299742:183738.000000,9.331918,18.000000,1.000000,4.845038,4.845065:183738.000000,11.132243,22.000000,1.000000,3.736597,3.736617"
OnePlayer,false,dummy-4,/data/model-dummy-4/onnx,500,1000,203959,591,594,102,108,106,114,112,122,76,13,3498.06,"182693.000000,18.614123,814.000000,1.000000,15.349093,15.349177:182693.000000,478.383277,529.000000,0.000000,10561.899253,10561.957065:182693.000000,10.255543,20.000000,1.000000,6.866501,6.866539:182693.000000,12.792723,22.000000,1.000000,5.231699,5.231728"
OnePlayer,false,sl-0,/data/model-sl-0/onnx,1000,1000,191344,779,779,61,67,51,57,45,49,56,8,6165.87,"177872.000000,34.133590,905.000000,1.000000,53.052530,53.052828:177872.000000,880.424547,1029.000000,0.000000,74653.553552,74653.973258:177872.000000,17.956598,118.000000,1.000000,58.655319,58.655649:177872.000000,21.642035,118.000000,1.000000,60.804936,60.805278"
OnePlayer,false,sl-1,/data/model-sl-1/onnx,1000,1000,188188,799,801,45,48,41,47,52,53,57,6,6237.83,"179512.000000,34.216994,782.000000,1.000000,52.115360,52.115650:179512.000000,881.474548,1029.000000,0.000000,74418.491899,74418.906461:179512.000000,18.817728,80.000000,1.000000,65.871084,65.871451:179512.000000,22.579454,82.000000,1.000000,66.573347,66.573718"
OnePlayer,false,sl-2,/data/model-sl-2/onnx,1000,1000,190476,777,779,42,47,52,59,59,64,61,9,6124.97,"178853.000000,33.715789,793.000000,1.000000,49.379764,49.380040:178853.000000,887.787680,1029.000000,0.000000,71855.430892,71855.832651:178853.000000,17.160747,63.000000,1.000000,49.404956,49.405232:178853.000000,20.631004,77.000000,1.000000,49.813533,49.813811"
OnePlayer,false,sl-3,/data/model-sl-3/onnx,1000,1000,185449,810,810,49,54,36,41,57,60,42,6,6053.27,"175571.000000,33.946073,806.000000,1.000000,50.675165,50.675454:175571.000000,886.847207,1030.000000,0.000000,71633.586214,71633.994220:175571.000000,17.514703,93.000000,1.000000,54.989325,54.989638:175571.000000,21.157019,95.000000,1.000000,56.703802,56.704125"
TwoPlayer,false,sl-0,/data/model-sl-0/onnx,1000,1000,249057,916,953,11,26,6,19,5,21,22,40,8766.52,"245987.000000,35.107607,812.000000,1.000000,52.818432,52.818647:245987.000000,989.587844,1029.000000,0.000000,11732.488475,11732.536171:245987.000000,23.054304,163.000000,1.000000,159.173487,159.174134:245987.000000,27.312187,163.000000,2.000000,172.758048,172.758750"
TwoPlayer,false,sl-1,/data/model-sl-1/onnx,1000,1000,248467,898,943,13,29,12,28,12,25,20,45,8841.72,"245684.000000,35.457462,826.000000,1.000000,39.772246,39.772408:245684.000000,989.193627,1029.000000,0.000000,12306.364362,12306.414453:245684.000000,24.846368,147.000000,1.000000,148.972722,148.973328:245684.000000,28.808123,147.000000,2.000000,142.634676,142.635257"
TwoPlayer,false,sl-2,/data/model-sl-2/onnx,1000,1000,244317,906,945,11,26,10,23,11,25,22,40,8377.61,"240542.000000,34.299070,772.000000,1.000000,25.076545,25.076649:240542.000000,990.694839,1029.000000,0.000000,12143.240473,12143.290957:240542.000000,21.346846,130.000000,1.000000,89.635080,89.635452:240542.000000,24.912947,130.000000,2.000000,93.036314,93.036701"
TwoPlayer,false,sl-3,/data/model-sl-3/onnx,1000,1000,250795,913,957,9,25,9,23,7,21,18,44,8774.47,"248559.000000,34.770203,763.000000,1.000000,39.283504,39.283662:248559.000000,989.783564,1030.000000,0.000000,12032.035144,12032.083552:248559.000000,22.437035,143.000000,1.000000,130.472911,130.473436:248559.000000,26.547258,144.000000,2.000000,141.025763,141.026330"
TwoPlayer,false,dummy-0,/data/model-dummy-0/onnx,1000,1000,203663,231,232,226,240,216,230,227,241,79,21,4074.89,"129594.000000,30.903962,819.000000,1.000000,48.369112,48.369485:129594.000000,953.367316,1029.000000,0.000000,42897.569463,42897.900481:129594.000000,10.921370,25.000000,1.000000,6.584693,6.584744:129594.000000,12.338727,26.000000,2.000000,2.655616,2.655636"
OnePlayer,false,sl-4,/data/model-sl-4/onnx,1000,1000,193618,777,779,61,67,44,46,45,48,67,6,6308.54,"184023.000000,33.751047,857.000000,1.000000,51.889284,51.889566:184023.000000,882.125365,1029.000000,0.000000,74212.929187,74213.332470:184023.000000,18.183146,124.000000,1.000000,59.476763,59.477087:184023.000000,21.670922,124.000000,1.000000,60.636712,60.637042"
OnePlayer,false,dummy-0,/data/model-dummy-0/onnx,1000,1000,216015,611,611,104,107,113,118,87,92,79,6,6611.57,"196643.000000,33.089528,771.000000,1.000000,43.972096,43.972320:196643.000000,939.433776,1030.000000,0.000000,49404.562646,49404.813887:196643.000000,11.467649,23.000000,1.000000,7.561240,7.561279:196643.000000,13.231709,25.000000,1.000000,5.504353,5.504381"
TwoPlayer,false,dummy-1,/data/model-dummy-1/onnx,1000,1000,205183,258,260,222,235,217,228,217,227,70,16,4377.25,"134977.000000,31.891485,921.000000,1.000000,47.708199,47.708553:134977.000000,957.295747,1030.000000,0.000000,39246.192159,39246.482924:134977.000000,10.765834,25.000000,1.000000,5.965800,5.965844:134977.000000,12.159138,25.000000,2.000000,2.362208,2.362225"
OnePlayer,false,dummy-1,/data/model-dummy-1/onnx,1000,1000,210169,500,501,134,144,100,110,111,118,142,13,6090.66,"185743.000000,32.256855,824.000000,1.000000,42.328404,42.328632:185743.000000,945.123025,1029.000000,0.000000,46241.803372,46242.052329:185743.000000,10.081204,22.000000,1.000000,4.851726,4.851752:185743.000000,11.578337,22.000000,1.000000,3.828160,3.828181"
TwoPlayer,false,sl-4,/data/model-sl-4/onnx,1000,1000,248954,873,921,9,23,19,36,15,35,36,48,8711.97,"245203.000000,34.998206,797.000000,1.000000,45.650099,45.650285:245203.000000,987.725456,1029.000000,0.000000,13339.992908,13340.047312:245203.000000,24.054824,172.000000,1.000000,157.060950,157.061590:245203.000000,27.927358,172.000000,2.000000,159.807898,159.808550"
TwoPlayer,false,dummy-2,/data/model-dummy-2/onnx,1000,1000,205064,247,247,233,247,212,228,242,254,46,20,4142.55,"128656.000000,31.658935,862.000000,1.000000,51.107108,51.107505:128656.000000,955.187990,1030.000000,0.000000,42550.268447,42550.599178:128656.000000,10.870476,23.000000,1.000000,6.418213,6.418263:128656.000000,12.286298,26.000000,2.000000,2.480572,2.480591"
TwoPlayer,false,dummy-3,/data/model-dummy-3/onnx,1000,1000,207435,233,235,247,261,220,238,217,237,56,27,3808.2,"127186.000000,29.402639,830.000000,0.000000,51.412505,51.412909:127186.000000,953.490109,1029.000000,0.000000,42783.767428,42784.103818:127186.000000,10.743022,24.000000,1.000000,6.205612,6.205661:127186.000000,12.211163,26.000000,2.000000,2.487741,2.487760"
OnePlayer,false,dummy-2,/data/model-dummy-2/onnx,1000,1000,205510,572,573,127,132,122,128,93,95,79,7,6131.23,"186706.000000,32.305780,828.000000,1.000000,46.633111,46.633361:186706.000000,942.988854,1030.000000,0.000000,48121.715016,48121.972758:186706.000000,10.928283,21.000000,1.000000,6.405159,6.405194:186706.000000,12.887904,24.000000,1.000000,4.887732,4.887758"
OnePlayer,false,dummy-3,/data/model-dummy-3/onnx,1000,1000,209167,566,567,124,131,96,101,101,106,105,8,6289.44,"188952.000000,32.749682,884.000000,1.000000,44.028867,44.029100:188952.000000,944.040201,1029.000000,0.000000,46763.695916,46763.943407:188952.000000,10.180903,21.000000,1.000000,5.035429,5.035456:188952.000000,11.901705,24.000000,1.000000,4.206536,4.206558"
TwoPlayer,false,dummy-4,/data/model-dummy-4/onnx,1000,1000,202992,260,260,214,225,232,246,221,235,54,19,4060.08,"126533.000000,31.543827,767.000000,0.000000,51.156886,51.157290:126533.000000,953.239685,1030.000000,0.000000,42405.983505,42406.318645:126533.000000,10.975137,24.000000,1.000000,6.610432,6.610484:126533.000000,12.349379,26.000000,2.000000,2.542773,2.542793"
OnePlayer,false,dummy-4,/data/model-dummy-4/onnx,1000,1000,207033,624,624,105,112,95,105,93,103,70,13,5740.67,"186590.000000,30.227777,781.000000,0.000000,42.309010,42.309237:186590.000000,934.534407,1029.000000,0.000000,50869.468892,50869.741521:186590.000000,11.520532,23.000000,1.000000,8.207379,8.207423:186590.000000,13.915837,25.000000,1.000000,6.054388,6.054421"
